datetime,Vancouver,Portland,San Francisco,Seattle,Los Angeles,San Diego,Las Vegas,Phoenix,Albuquerque,Denver,San Antonio,Dallas,Houston,Kansas City,Minneapolis,Saint Louis,Chicago,Nashville,Indianapolis,Atlanta,Detroit,Jacksonville,Charlotte,Miami,Pittsburgh,Toronto,Philadelphia,New York,Montreal,Boston,Beersheba,Tel Aviv District,Eilat,Haifa,Nahariyya,Jerusalem
2017-10-02 13:00:00,281.32,282.28,289.07,280.6,290.23,292.07,292.17,293.65,281.72,278.71,293.81,293.4,296.94,292.79,286.21,291.3,289.95,288.62,284.86,288.94,280.91,297.85,285.38,300.4,280.97,281.49,285.63,286.51,280.1,282.36,306.354,305.04,312.66,306.12,305.82,304.93
2017-10-02 14:00:00,280.93,281.78,288.83,280.8,290.3,291.68,291.55,292.36,283.3,278.82,295.59,295.95,298.54,293.47,286.75,292.55,290.95,290.74,287.63,289.14,284.8,299.48,288.47,301.16,284.04,285.54,289.13,289.33,284.48,285.87,303.637,304.48,312.66,306.12,305.82,304.32
2017-10-02 15:00:00,280.56,282.16,287.86,281.13,289.82,290.98,291.94,293.05,288.33,278.77,297.52,298.82,299.71,295.3,287.86,294.15,292.86,293.64,290.96,290.78,289.93,299.74,292.14,300.92,289.32,288.75,291.31,290.88,287.53,289.6,303.637,304.48,313.15,305.12,304.82,304.32
2017-10-02 16:00:00,281.55,283.01,289.15,281.45,290.71,292.29,293.15,295.54,292.42,278.93,298.41,299.01,299.37,297.73,289.93,296.85,295.23,294.39,293.49,291.95,292.34,299.83,293.89,301.46,291.65,290.37,292.9,291.6,288.5,291.61,303.637,302.59,312.64,303.93,303.75,302.54
2017-10-02 17:00:00,284.3,284.01,292.39,282.45,292.5,293.45,294.15,298.45,293.92,279.6,300.01,300.69,299.47,299.4,290.57,298.69,297.5,295.75,296.15,294.33,294.35,301.15,294.9,301.39,293.65,291.17,294.15,293.13,290.5,292.15,295.061,301.15,310.64,301.15,301.15,301.15
2017-10-02 18:00:00,285.96,285.27,294.4,283.92,294.01,294.23,294.94,300.15,295.67,280.16,301.4,301.69,300.04,300.63,291.48,299.99,299.25,297.94,296.8,295.15,295.46,301.48,296.24,301.18,294.97,291.77,294.73,294.6,291.5,292.74,295.061,301.15,308.66,301.15,301.15,301.15
2017-10-02 19:00:00,287.77,286.87,295.41,284.94,295.02,295.15,295.74,301.75,297.18,281.16,303.65,304.21,302.35,301.16,292.93,301.28,300.33,298.9,298.3,296.45,296.26,301.15,296.89,302.09,296.14,292.18,295.33,295.15,292.15,292.82,295.061,300.71,308.15,300.861,300.861,300.76
2017-10-02 20:00:00,289.21,288.28,296.73,286.03,296.03,295.61,296.15,302.26,298.18,281.17,303.9,304.55,302.95,301.81,292.82,302.17,300.95,297.54,298.83,296.95,296.04,301.55,297.31,301.52,296.87,292.59,295.81,295.48,292.15,292.99,290.942,300.71,306.15,300.492,300.492,300.76
2017-10-02 21:00:00,289.81,289.28,297.64,286.75,296.68,296.15,296.15,303.45,299.39,280.16,304.54,304.82,304.35,302.12,292.51,302.44,300.84,297.14,298.83,297.88,296.16,300.81,297.4,301.5,296.73,291.97,295.65,295.23,292.15,292.82,290.942,300.71,304.15,300.492,300.492,300.76
2017-10-02 22:00:00,290.4,290.13,297.65,288.37,296.84,296.23,296.95,304.37,300.4,279.38,304.4,304.88,304.35,301.99,291.88,302.14,300.65,297.12,298.96,297.97,295.86,300.31,296.65,300.96,296.45,291.76,294.7,293.14,292.15,291.34,290.942,299.15,303.15,300.492,300.492,299.15
2017-10-02 23:00:00,290.64,290.42,297.58,288.55,297.27,296.15,296.95,305.15,300.39,278.27,304.54,304.65,302.85,301.64,291.41,301.88,300.16,296.15,298.39,297.15,295.06,299.75,295.06,300.62,293.89,290.35,291.35,290.83,290.47,289.54,290.316,298.15,292.741,300.141,300.141,298.15
2017-10-03 00:00:00,290.85,290.3,296.72,289.26,296.93,295.87,296.47,304.7,299.13,277.49,303.9,304.48,302.55,300.51,290.92,300.16,299.07,295.74,295.42,296.06,292.26,298.17,291.33,300.66,291.61,288.33,287.69,289.98,287.47,286.91,290.316,298.15,292.741,300.141,300.141,298.15
2017-10-03 01:00:00,290.64,290.15,295.44,289.71,295.84,295.0,296.55,304.37,295.1,276.71,301.61,302.45,300.46,299.34,291.07,298.86,297.42,294.14,293.18,294.55,290.36,299.14,290.07,300.66,289.32,287.32,287.52,287.52,286.47,285.1,290.316,298.15,300.15,300.141,300.141,298.15
2017-10-03 02:00:00,289.83,288.31,293.42,288.74,295.22,294.0,295.15,303.65,293.1,276.37,299.26,300.65,298.65,298.13,291.0,297.98,296.25,293.54,292.37,293.95,289.34,298.5,289.56,300.66,288.05,287.12,285.83,286.71,285.8,284.53,292.014,297.15,290.814,299.939,299.939,297.15
2017-10-03 03:00:00,287.4,286.79,289.84,287.36,293.56,292.83,293.49,302.04,292.59,276.48,299.15,300.15,298.25,297.45,290.53,297.3,295.71,292.14,291.76,293.24,289.37,299.34,288.89,300.78,287.2,286.61,284.5,286.04,284.77,283.17,292.014,297.57,298.69,299.939,299.939,297.65
2017-10-03 04:00:00,285.77,285.72,288.18,285.91,292.54,292.3,292.44,300.52,290.61,276.59,299.15,299.84,298.48,297.66,290.79,296.45,295.15,291.33,291.43,293.14,288.24,298.67,287.72,300.48,285.34,286.11,282.99,285.21,284.77,282.68,292.014,297.82,298.66,295.31,295.59,297.98
2017-10-03 05:00:00,285.75,285.71,287.5,285.8,292.22,291.22,291.0,299.03,289.24,276.48,298.66,299.28,298.15,296.54,290.38,295.87,294.55,291.12,290.68,292.9,287.46,298.96,287.42,300.15,285.3,285.85,282.8,285.2,283.45,281.8,295.759,298.26,298.15,295.59,295.95,298.37
2017-10-03 06:00:00,283.07,283.28,286.17,281.56,291.79,290.48,289.63,295.95,287.66,276.39,296.95,297.65,297.96,296.14,290.53,294.81,293.03,290.62,288.15,291.64,286.66,298.19,286.32,300.41,283.94,285.13,281.35,283.91,282.8,281.45,295.759,298.71,299.15,297.96,298.08,298.76
2017-10-03 07:00:00,283.92,283.53,286.16,281.87,291.53,290.07,288.63,295.99,286.99,276.15,296.37,297.4,298.59,295.64,290.45,294.87,293.34,291.13,289.97,290.92,286.43,298.18,285.78,300.4,283.35,284.39,281.65,283.75,281.47,281.68,295.759,299.59,301.15,298.96,299.08,299.54
2017-10-03 08:00:00,285.14,282.4,285.79,281.43,290.99,289.37,287.95,294.5,286.39,276.04,296.26,297.15,298.81,295.47,290.84,294.98,292.79,291.34,289.95,290.36,286.25,298.17,285.41,300.4,283.33,284.41,280.8,283.06,280.8,281.25,300.933,300.59,301.66,300.15,300.15,300.54
2017-10-03 09:00:00,285.9,281.73,284.9,281.04,290.45,290.22,287.3,293.67,284.75,275.82,296.15,297.35,298.66,294.62,291.37,294.71,292.33,291.34,289.68,289.92,286.03,298.02,284.87,300.15,283.36,284.65,280.66,283.02,279.82,280.83,300.933,301.15,303.15,300.56,300.62,301.15
2017-10-03 10:00:00,285.41,280.77,284.69,280.34,290.3,290.5,286.78,293.17,284.34,275.6,296.15,297.21,298.81,294.17,292.57,295.01,292.56,290.15,288.9,289.48,285.6,298.18,284.69,299.77,282.02,283.9,280.49,282.52,279.15,280.49,300.933,301.59,303.66,301.74,301.68,301.54
2017-10-03 11:00:00,284.18,280.43,284.14,279.65,289.75,290.76,286.42,293.35,283.13,275.16,296.37,297.03,298.46,294.34,291.51,294.86,292.24,289.94,288.36,289.25,284.92,297.86,284.6,299.91,281.98,283.89,280.57,282.44,279.2,280.48,301.893,301.59,301.68,302.34,302.22,301.54
2017-10-03 12:00:00,282.94,279.4,283.31,279.17,289.6,291.06,286.28,292.36,281.94,275.27,296.9,296.82,298.94,293.98,290.53,294.65,292.42,289.74,288.57,289.14,284.91,297.67,284.97,300.15,281.47,284.15,282.22,284.37,278.8,281.07,301.893,301.59,301.91,302.69,302.52,301.54
2017-10-03 13:00:00,281.56,279.53,283.06,278.84,289.48,291.06,285.97,292.14,281.57,275.15,297.15,296.96,299.15,293.95,289.84,294.87,292.96,291.54,289.56,289.05,284.89,298.0,287.41,300.81,285.28,284.96,285.79,288.07,279.8,283.38,301.893,300.59,307.15,302.93,302.75,300.54
2017-10-03 14:00:00,280.7,279.51,283.51,278.43,290.65,291.21,285.94,291.35,282.59,275.83,297.52,297.42,299.65,294.49,289.99,295.28,293.51,294.54,291.73,290.74,289.68,299.48,290.23,301.64,289.15,288.17,289.72,290.81,282.47,286.05,298.452,300.59,307.15,302.34,302.22,300.54
2017-10-03 15:00:00,280.25,279.74,283.41,278.55,290.61,291.38,287.54,291.54,286.0,276.94,298.65,298.59,301.25,295.64,290.61,295.71,294.25,296.35,293.94,293.23,292.53,300.81,292.31,302.15,292.32,290.77,291.51,291.92,285.45,288.87,298.452,300.15,307.15,300.74,300.68,300.15
2017-10-03 16:00:00,280.84,282.56,284.39,279.62,291.32,291.91,291.34,294.92,290.14,278.59,299.15,299.43,301.46,297.1,291.53,296.56,295.41,298.54,295.82,295.44,295.04,301.15,293.98,303.14,294.66,292.78,292.81,292.61,287.45,290.24,298.452,299.71,306.15,299.15,299.15,299.76
2017-10-03 17:00:00,284.5,286.14,286.32,282.44,292.52,293.37,292.76,298.04,293.67,280.36,299.93,300.08,303.15,298.62,292.53,297.43,295.76,299.15,297.55,297.23,297.05,301.48,295.42,302.06,295.56,293.77,294.06,293.4,290.45,291.07,293.702,298.15,305.66,299.15,299.15,298.15
2017-10-03 18:00:00,286.91,289.27,288.37,284.54,293.53,294.0,294.64,299.9,296.16,282.25,300.71,301.79,301.46,299.78,293.82,297.5,296.89,300.55,299.31,298.23,298.93,301.82,296.51,301.95,296.64,293.902,294.78,293.68,293.677,291.33,293.702,298.15,304.64,299.15,299.15,298.15
2017-10-03 19:00:00,288.72,291.27,289.81,286.94,294.74,294.61,295.3,301.53,297.16,283.81,301.81,302.89,299.44,300.14,292.65,295.75,297.07,301.34,300.15,298.87,300.27,301.3,296.89,302.27,297.48,293.902,295.15,293.68,293.677,292.4,293.702,297.71,302.64,299.127,299.127,297.76
2017-10-03 20:00:00,289.38,293.28,291.91,289.14,295.28,295.15,296.61,303.38,297.93,285.27,301.27,302.34,299.65,300.65,291.09,296.31,297.64,301.74,300.85,299.05,301.06,301.15,297.65,302.49,298.17,296.37,295.23,293.0,294.8,292.65,290.474,297.71,302.15,298.974,298.974,297.76
2017-10-03 21:00:00,290.4,294.14,293.82,290.59,295.5,295.39,297.33,305.05,299.42,286.17,300.71,301.84,300.47,301.29,290.07,296.7,298.75,302.14,300.81,299.25,301.71,300.64,298.14,301.05,298.73,295.99,294.79,292.06,295.15,292.4,290.474,297.15,300.15,298.974,298.974,297.15
2017-10-03 22:00:00,290.6,294.57,295.23,291.35,295.5,295.58,298.93,306.36,299.91,287.17,300.92,301.72,300.26,301.65,290.08,297.01,298.42,302.15,300.81,298.97,301.49,300.48,297.23,300.93,298.2,295.37,293.9,290.73,295.15,291.15,290.474,296.15,299.15,298.974,298.974,296.15
2017-10-03 23:00:00,290.6,294.39,295.98,292.15,295.15,295.4,300.31,306.85,299.9,287.84,302.02,301.69,300.45,300.97,290.51,297.29,298.46,300.34,300.21,298.25,300.71,299.98,294.88,300.36,296.36,294.37,291.07,289.15,293.12,289.8,288.025,295.15,292.975,298.775,298.775,295.15
2017-10-04 00:00:00,290.64,294.44,296.48,292.59,294.92,295.31,300.97,307.46,299.14,286.07,302.03,300.69,300.75,299.87,289.0,296.57,297.62,299.93,298.0,296.05,298.28,299.54,291.41,300.02,293.18,292.52,288.78,288.15,290.42,288.07,288.025,295.15,293.15,298.775,298.775,295.15
2017-10-04 01:00:00,290.04,293.91,296.23,291.78,294.43,294.46,300.61,306.93,296.61,285.43,298.93,297.35,299.85,298.47,287.37,295.86,296.61,294.53,295.78,294.6,296.47,298.83,289.89,299.81,290.03,291.73,287.69,287.47,289.42,287.43,288.025,295.15,293.15,298.775,298.775,295.15
2017-10-04 02:00:00,289.01,291.18,294.57,290.75,293.15,293.29,299.97,306.37,292.93,284.05,298.6,297.09,299.95,295.96,286.01,295.28,296.15,293.13,295.03,293.33,295.96,298.76,288.81,300.05,289.48,290.92,287.07,285.99,289.45,286.43,286.682,295.55,292.15,298.582,298.582,295.62
2017-10-04 03:00:00,285.19,288.93,292.5,288.25,291.8,291.86,299.56,304.04,293.66,283.38,298.77,297.09,299.65,296.15,284.88,294.7,295.34,291.13,293.93,292.37,296.65,298.82,287.81,300.26,287.87,290.35,285.91,285.29,289.12,285.73,286.682,295.82,294.16,297.15,297.15,295.98
2017-10-04 04:00:00,283.77,286.93,290.51,286.94,291.5,291.39,298.55,301.6,292.37,282.93,298.9,297.15,299.71,294.96,284.36,294.85,295.07,290.73,293.67,292.03,296.35,298.34,286.5,300.06,287.85,289.86,283.97,284.83,287.8,285.15,286.682,295.15,294.33,294.26,294.53,295.15
2017-10-04 05:00:00,283.14,286.71,288.34,285.64,290.93,290.37,298.55,299.27,292.13,282.15,298.53,297.35,299.35,294.81,283.43,294.56,294.79,290.34,293.42,291.9,296.25,298.19,286.06,299.9,287.49,289.34,284.24,284.75,287.45,284.88,293.416,295.15,295.15,293.59,293.95,295.15
2017-10-04 06:00:00,282.35,284.04,287.63,284.43,290.91,290.83,295.46,297.99,291.32,282.26,298.53,297.28,299.44,294.6,283.15,294.87,294.65,289.54,293.72,290.89,295.45,298.19,285.81,299.66,284.73,289.83,283.16,284.13,287.15,284.33,293.416,298.64,296.95,298.04,298.11,298.67
2017-10-04 07:00:00,281.64,283.16,286.1,283.64,290.38,291.15,294.14,296.97,291.77,281.61,298.53,297.35,299.26,294.13,282.22,294.72,294.96,288.53,293.96,290.27,294.95,298.02,285.14,299.87,284.17,290.35,282.91,283.75,286.82,283.52,293.416,299.15,297.66,297.96,298.08,299.15
2017-10-04 08:00:00,281.6,281.91,285.18,282.52,289.99,291.29,292.94,296.15,291.09,281.27,298.53,297.41,299.26,294.13,282.08,294.57,294.85,288.14,293.73,289.35,294.35,297.19,284.64,299.58,283.99,290.37,282.23,284.39,286.15,283.06,299.436,299.59,299.17,298.96,299.08,299.54
2017-10-04 09:00:00,281.51,281.77,284.59,282.53,289.54,291.23,292.13,294.76,291.45,281.07,298.53,297.4,299.05,293.65,281.76,294.29,295.05,287.94,293.44,289.65,295.15,296.85,284.78,299.58,283.5,291.37,281.62,283.36,286.15,283.17,299.436,300.15,299.66,299.56,299.62,300.15
2017-10-04 10:00:00,279.55,280.88,283.92,281.32,289.56,290.37,291.31,295.01,291.45,281.28,298.4,297.15,297.84,293.64,281.5,294.01,294.96,287.33,293.39,288.89,294.93,297.79,284.6,299.58,283.36,292.13,281.56,283.14,285.45,283.16,299.436,300.59,302.53,300.56,300.62,300.54
2017-10-04 11:00:00,279.01,280.27,283.33,280.42,288.92,289.51,290.62,294.0,291.43,280.94,298.28,297.03,296.85,292.47,281.29,293.58,294.96,286.74,292.96,288.64,294.81,296.69,284.61,299.53,284.31,292.4,281.57,282.99,285.8,283.15,301.279,301.59,303.15,300.74,300.68,301.54
2017-10-04 12:00:00,279.5,279.51,283.09,280.02,288.08,288.81,289.6,293.01,291.38,281.29,298.15,296.82,296.45,291.8,280.72,293.58,294.65,286.53,293.18,288.14,294.15,297.34,284.51,299.94,285.33,292.75,281.7,284.29,285.77,283.46,301.279,300.59,304.66,301.74,301.68,300.54
2017-10-04 13:00:00,279.54,278.86,283.26,279.34,287.92,287.67,289.26,292.82,291.39,281.06,297.9,296.62,296.15,291.01,280.15,293.85,294.55,288.94,292.34,288.64,294.7,297.33,286.97,299.82,287.57,293.36,286.5,286.68,287.15,284.95,301.279,300.71,304.66,301.34,301.22,300.76
